"question_id","question","short_answer","answer_reasoning","pubmed_text","pubmed_id"
"q00000531","In cultured superior colliculus neurones, what were the Kon and Koff values describing orphenadrine’s open NMDA receptor channel block kinetics, and which rate constant was concentration-independent?","Kon was 0.013 ± 0.002 × 10^6 M⁻¹s⁻¹; Koff was 0.230 ± 0.004 s⁻¹, and Koff was concentration-independent.","The passage reports “relatively fast, concentration-dependent open channel blocking kinetics (Kon 0.013 ± 0.002 10(6) M-1S-1).” It also states the “offset rate was concentration-independent (Koff 0.230 ± 0.004 S-1),” identifying Koff as the concentration-independent parameter.","Orphenadrine has been used as an antiparkinsonian, antispastic and analgesic drug for many years. Here we show that orphenadrine inhibits [3H]MK-801 binding to the phencyclidine (PCP) binding site of the N-methyl-D-aspartate (NMDA)-receptor in homogenates of postmortem human frontal cortex with a Ki-value of 6.0 +/- 0.7 microM. The NMDA receptor antagonistic effects of orphenadrine were assessed using concentration- and patch-clamp techniques on cultured superior colliculus neurones. Orphenadrine blocked open NMDA receptor channels with fast kinetics and in a strongly voltage-dependent manner. The IC50-value against steady state currents at -70 mV was 16.2 +/- 1.6 microM (n = 6). Orphenadrine exhibited relatively fast, concentration-dependent open channel blocking kinetics (Kon 0.013 +/- 0.002 10(6) M-1S-1) whereas the offset rate was concentration-independent (Koff 0.230 +/- 0.004 S-1). Calculation of the ratio Koff/Kon revealed an apparent Kd-value of 17.2 microM which is nearly identical to the IC50 calculated at equilibrium.
Aged
Binding, Competitive
Cerebral Cortex
Dizocilpine Maleate
Electrophysiology
Excitatory Amino Acid Antagonists
Female
Humans
In Vitro Techniques
Ion Channel Gating
Male
Membranes
Middle Aged
Muscarinic Antagonists
Neurons
Orphenadrine
Patch-Clamp Techniques
Receptors, N-Methyl-D-Aspartate
Receptors, Phencyclidine
Superior Colliculi
","Target-8788072"
"q00000532","In human liver microsomal incubations, what kinetic model best described 2-hydroxychlorpropamide formation, and what were the estimated Km and Vmax values?","A one-enzyme model; Km 121.7 ± 19.9 µM and Vmax 16.1 ± 5.0 pmol·min⁻¹·mg⁻¹ protein.","The passage states that 2-hydroxychlorpropamide formation in human liver microsomes was “best described by a one-enzyme model.” It also provides the parameter estimates: Km 121.7 ± 19.9 microm and Vmax 16.1 ± 5.0 pmol min(-1) mg(-1) protein.","AIMS: We evaluated the involvement of cytochrome P450 (CYP) isoforms 2C9 and 2C19 in chlorpropamide 2-hydroxylation in vitro and in chlorpropamide disposition in vivo.
METHODS: To identify CYP isoforms(s) that catalyse 2-hydroxylation of chlorpropamide, the incubation studies were conducted using human liver microsomes and recombinant CYP isoforms. To evaluate whether genetic polymorphisms of CYP2C9 and/or CYP2C19 influence the disposition of chlorpropamide, a single oral dose of 250 mg chlorpropamide was administered to 21 healthy subjects pregenotyped for CYP2C9 and CYP2C19.
RESULTS: In human liver microsomal incubation studies, the formation of 2-hydroxychlorpropamide (2-OH-chlorpropamide), a major chlorpropamide metabolite in human, has been best described by a one-enzyme model with estimated K(m) and V(max) of 121.7 +/- 19.9 microm and 16.1 +/- 5.0 pmol min(-1) mg(-1) protein, respectively. In incubation studies using human recombinant CYP isoforms, however, 2-OH-chlorpropamide was formed by both CYP2C9 and CYP2C19 with similar intrinsic clearances (CYP2C9 vs. CYP2C19: 0.26 vs. 0.22 microl min(-1) nmol(-1) protein). Formation of 2-OH-chlorpropamide in human liver microsomes was significantly inhibited by sulfaphenazole, but not by S-mephenytoin, ketoconazole, quinidine, or furafylline. In in vivo clinical trials, eight subjects with the CYP2C9*1/*3 genotype exhibited significantly lower nonrenal clearance [*1/*3 vs.*1/*1: 1.8 +/- 0.2 vs. 2.4 +/- 0.1 ml h(-1) kg(-1), P < 0.05; 95% confidence interval (CI) on the difference 0.2, 1.0] and higher metabolic ratios (of chlorpropamide/2-OH-chlorpropamide in urine: *1/*3 vs.*1/*1: 1.01 +/- 0.19 vs. 0.56 +/- 0.08, P < 0.05; 95% CI on the difference - 0.9, - 0.1) than did 13 subjects with CYP2C9*1/*1 genotype. In contrast, no differences in chlorpropamide pharmacokinetics were observed for subjects with the CYP2C19 extensive metabolizer vs. poor metabolizer genotypes.
CONCLUSIONS: These results suggest that chlorpropamide disposition is principally determined by CYP2C9 activity in vivo, although both CYP2C9 and CYP2C19 have a catalysing activity of chlorpropamide 2-hydroxylation pathway.
Administration, Oral
Adult
Aryl Hydrocarbon Hydroxylases
Chlorpropamide
Cytochrome P-450 CYP2C19
Cytochrome P-450 CYP2C9
Female
Humans
Hydroxylation
Hypoglycemic Agents
Liver
Male
Microsomes
Mixed Function Oxygenases
Polymorphism, Genetic
","Target-15842554"
"q00000533","In cultured human liver cells exposed to hydroxocobalamin, how does albumin binding affect vitamin incorporation and transcobalamin II–mediated uptake relative to unbound hydroxocobalamin/cyanocobalamin?","Albumin-bound hydroxocobalamin is incorporated less; transcobalamin II increases its uptake 4.5-fold, but still below uptake of transcobalamin II–bound hydroxocobalamin/cyanocobalamin.","The passage states liver cells incorporated less vitamin when exposed to hydroxocobalamin bound to albumin than to similar amounts of unbound hydroxocobalamin or cyanocobalamin. Adding transcobalamin II produced a 4.5-fold uptake increase, yet uptake remained less than when hydroxocobalamin or cyanocobalamin were added directly to transcobalamin II. This supports that albumin binding alters binding dynamics to transcobalamin II and downstream cellular incorporation.","We show that hydroxocobalamin bound to human serum albumin can dissociate and bind to transcobalamin II present in serum. Human liver cells in culture exposed to hydroxocobalamin bound to albumin incorporated less of the vitamin than when similar amounts of unbound hydroxocobalamin or cyanocobalamin were present. In the presence of transcobalamin II, a 4.5-fold increase in cellular uptake occurred, but this amount was less than when hydroxocobalamin or cyanocobalamin were added to transcobalamin II. These results indicate that albumin, by binding hydroxocobalamin, can alter the dynamics of binding to transcobalamin II and the subsequent cellular incorporation of this form of the vitamin.
Humans
Hydroxocobalamin
In Vitro Techniques
Liver
Protein Binding
Serum Albumin
Transcobalamins
Tumor Cells, Cultured
","Target-8415778"
"q00000534","According to the passage, what are the two apparent primary molecular mechanisms by which amphetamine and substituted amphetamines induce non-exocytic catecholamine release?","Redistribution of catecholamines from synaptic vesicles to cytosol, and reverse transport through plasma membrane uptake carriers.","The passage states these drugs predominantly release neurotransmitter (principally catecholamines) via a non-exocytic mechanism. It then identifies “two apparent primary mechanisms”: vesicle-to-cytosol redistribution and induction of reverse transport through plasma membrane uptake carriers.","Amphetamine and substituted amphetamines, including methamphetamine, methylphenidate (Ritalin), methylenedioxymethamphetamine (ecstasy), and the herbs khat and ephedra, encompass the only widely administered class of drugs that predominantly release neurotransmitter, in this case principally catecholamines, by a non-exocytic mechanism. These drugs play important medicinal and social roles in many cultures, exert profound effects on mental function and behavior, and can produce neurodegeneration and addiction. Numerous questions remain regarding the unusual molecular mechanisms by which these compounds induce catecholamine release. We review current issues on the two apparent primary mechanisms--the redistribution of catecholamines from synaptic vesicles to the cytosol, and induction of reverse transport of transmitter through plasma membrane uptake carriers--and on additional drug effects that affect extracellular catecholamine levels, including uptake inhibition, effects on exocytosis, neurotransmitter synthesis, and metabolism.
Amphetamines
Animals
Carrier Proteins
Catecholamines
Central Nervous System Stimulants
Exocytosis
Humans
Neurotransmitter Agents
Neurotransmitter Uptake Inhibitors
Presynaptic Terminals
Synaptic Membranes
Synaptic Transmission
Synaptic Vesicles
","Target-15955613"
"q00000535","Based on the review, which compound has the higher 5-HT2A/D2 (serotonin/dopamine) binding ratio, and how is this inferred from their relative 5-HT receptor affinity profiles?","Paliperidone; risperidone’s higher 5-HT receptor affinity corresponds to a significantly lower 5-HT2A/D2 ratio than paliperidone’s.","The passage states risperidone shows higher affinity for 5-HT receptors, whereas paliperidone does not fit that profile. It then explicitly notes risperidone’s 5-HT2A/D2 binding ratio is significantly lower than paliperidone’s, implying paliperidone has the higher ratio.","Antipsychotics, risperidone, and risperidone's active metabolite, paliperidone (9-hydroxyrisperidone), are related molecules used for the treatment of schizophrenia and related disorders. Differences in receptor binding, 5-HT2A/D2 (serotonin/dopamine) binding ratios, and mitochondrial proteomics suggest that the effects of risperidone and paliperidone on neuronal firing, regulation of mitochondrial function, and movement are different. This review seeks to explore the most significant differences at the molecular level between risperidone and paliperidone, as reported in preclinical studies. Although risperidone shows higher affinity for 5-HT receptors, paliperidone does not fit this profile. Thus, the risperidone 5-HT2A/D2 binding ratio is significantly lower than the paliperidone 5-HT2A/D2 binding ratio. Paliperidone, similar to lithium and valproate, affects expression levels and phosphorylation of complex I and V proteins in synaptoneurosomal preparations of rat prefrontal cortex, suggesting that paliperidone behaves as a mood stabilizer. It is apparent that the presence of a hydroxyl group in the paliperidone molecule confers increased hydrophilicity to this drug compared with its parent, risperidone; thus, this contributes to differential effects on mitochondrial movement, protein expression, and phosphorylation. These differences are reflected in synaptic plasticity and neuronal firing and have only recently been implicated in the mechanisms of mitochondrial function and movement. 
Animals
Antipsychotic Agents
Dopamine D2 Receptor Antagonists
Humans
Paliperidone Palmitate
Risperidone
","Target-25943458"
"q00000536","What experimental preparation and technique were used to directly quantify both association and dissociation rate constants for the competitive nAChR antagonists pancuronium and (+)-tubocurarine?","Macroscopic currents from outside-out patches of BC3H-1 cells expressing embryonic mouse muscle nAChR, using three-tube rapid perfusion timed drug/ACh applications.","The passage states the authors “made macroscopic current recordings from outside-out patches of BC3H-1 cells expressing embryonic mouse muscle nAChR.” It also specifies a “three-tube rapid perfusion system” enabling timed applications of antagonists and acetylcholine to measure association and dissociation kinetics directly.","Equilibrium conditions of neurotransmitter concentration and receptor binding are never achieved during synaptic transmission at the neuromuscular junction. Thus, it is important to determine the binding kinetics of drugs that act this synapse. Previous determinations of the dissociation rate of (+)-tubocurarine have produced inconsistent results ranging from 0.1 to 4000/s. Here, we used a direct approach to measure association (l(on)) and dissociation (l(on)) rates for two competitive antagonists (clinically used as nondepolarizing muscle relaxants), pancuronium and (+)-tubocurarine, at nicotinic acetylcholine receptors (nAChR). We made macroscopic current recordings from outside-out patches of BC3H-1 cells expressing embryonic mouse muscle nAChR. We used a three-tube rapid perfusion system to make timed applications of antagonists and acetylcholine to the patch. We made independent measurements of the equilibrium inhibition (IC(50)) and the kinetics of onset and recovery of antagonist inhibition at 20 to 23 degrees C. Rate constants were calculated from the predictions of a single (high-affinity) site model of competitive inhibition. For pancuronium: IC(50) = 5.5 +/- 0.5 nM (mean +/- S.D.), l(on) = 2.7 +/- 0.9 x 10(8) M(-1) s(-1), l(off) = 2.1 +/- 0.7/s [corrected] x 10(8)/s. For (+)-tubocurarine: IC(50) = 41 +/- 2 nM, l(on) = 1.2 +/- 0.2 x 10(8) M(-1) s(-1), l(off) = 5.9 +/- 1.3/s. The kinetic results are consistent with the equilibrium results in that l(off)/l(on) is in good agreement with the IC(50) values. All differences between the antagonists are significant at the p < 0.001 level. The higher affinity of pancuronium is caused by a faster association rate (2.2-fold) coupled with a slower dissociation rate (2.8-fold). The association rates of both antagonists are comparable with or greater than the association rate for acetylcholine binding to nAChR.
Animals
Binding, Competitive
Cells, Cultured
Electrophysiology
Kinetics
Mice
Nicotinic Antagonists
Pancuronium
Receptors, Nicotinic
Tubocurarine
","Target-11562442"
"q00000537","In the double-blind randomized PET trial of neuroleptic-refractory schizophrenia, which antipsychotic produced significantly higher basal ganglia D2/5-HT2 receptor occupancy, and what was the reported p-value?","Olanzapine; p = 0.0018.","The passage states that both olanzapine and clozapine similarly inhibited cortical [18F] FESP binding. It then specifies that in the basal ganglia, receptor occupancy was significantly higher with olanzapine than with clozapine (p=0.0018).","We report the results of a double-blind, randomized prospective trial on D2 and 5-HT2 receptor occupancy and the clinical effects of olanzapine versus clozapine in a sample of neuroleptic-refractory schizophrenic patients. Receptor occupancy was evaluated in different cortical areas and in basal ganglia using [18F] fluoro-ethyl-spiperone ([18F] FESP) and positron emission tomography (PET). A total of 15 neuroleptic-free patients completed the study undergoing a baseline and a post-treatment PET scan (olanzapine, nine patients, one female; clozapine, six patients, three female) 8 weeks after starting treatment. PET data were analysed both by regions of interest and on a voxel-by-voxel basis using Statistical Parametric Mapping (SPM96). Olanzapine and clozapine induced a similar and significant inhibition of [18F] FESP binding index in the cortex. In the basal ganglia, receptor occupancy was significantly higher with olanzapine than with clozapine (p=0.0018). By contrast, no differences in receptor occupancy were detected at the level of the pituitary gland. Clinical outcomes, in particular a full extra pyramidal tolerability, were similar. In this sample of neuroleptic-refractory schizophrenic patients, olanzapine and clozapine showed a different pattern of occupancy of D2-like receptor despite a common lack of extrapyramidal side-effects.
Adult
Antipsychotic Agents
Benzodiazepines
Brain
Clozapine
Double-Blind Method
Female
Fluorine Radioisotopes
Humans
Male
Middle Aged
Olanzapine
Positron-Emission Tomography
Prospective Studies
Receptors, Dopamine D2
Receptors, Serotonin, 5-HT2
Schizophrenia
Serotonin Antagonists
Serotonin Uptake Inhibitors
Spiperone
","Target-15358979"
"q00000538","In terms of receptor pharmacology and administration, what is flumazenil’s mechanism at benzodiazepine receptors (including their CNS association) and why is intravenous dosing preferred over oral dosing?","It is a specific competitive benzodiazepine-receptor antagonist linked to GABA receptors; IV is preferred because oral bioavailability is low.","The passage states flumazenil is a “specific competitive antagonist at benzodiazepine receptors,” which are associated with gamma-aminobutyric acid (GABA) receptors in the CNS. It also notes that orally it has “low bioavailability,” making intravenous administration the preferred route.","Flumazenil, an imidazobenzodiazepine, is the first benzodiazepine antagonist available for clinical use. It is a specific competitive antagonist at benzodiazepine receptors, which are associated with receptors for gamma-aminobutyric acid, the most important inhibitory neurotransmitter in the central nervous system. Administered orally, it has a low bioavailability and the preferred route is intravenous. Its usual clinical role is to reverse the effects of benzodiazepine sedation; however, administered before, or with, other benzodiazepines, it modifies their effects, the extent of such modification depending on the dose, duration of effect and relative receptor affinity of the agonist. Flumazenil also reverses adverse physiological effects of benzodiazepines. Its indications include reversal of benzodiazepine-induced sedation, termination of benzodiazepine-induced anaesthesia, return of spontaneous respiration and consciousness in intensive care patients and the treatment of paradoxical reactions to benzodiazepines. Other potential indications include its use in hepatic encephalopathy, alcohol intoxication and coma; however, these claims still require substantiation. Following sedation reversed with flumazenil, minimal residual effects of the agonist can sometimes be detected using psychomotor tests and are due to the relatively short half-life of flumazenil, but are of no clinical consequence. There is concern that flumazenil could precipitate an acute withdrawal syndrome following long-term benzodiazepine administration; however, the available evidence suggests otherwise and that it could be useful in the treatment of benzodiazepine tolerance. The existence of flumazenil is important, with implications for future research and the development of minimally invasive therapy and day-case surgery. With increasing pressures on non-anaesthetically trained practitioners to perform sedation, flumazenil has important implications for safety.
Administration, Oral
Ambulatory Surgical Procedures
Benzodiazepines
Biological Availability
Flumazenil
GABA Antagonists
GABA Modulators
GABA-A Receptor Antagonists
Half-Life
Humans
Hypnotics and Sedatives
Injections, Intravenous
Minimally Invasive Surgical Procedures
Substance Withdrawal Syndrome
","Target-8693922"
"q00000539","In the hα2A-adrenoceptor Gi1α fusion protein/GTPase assay, what experimental intervention blocked S18616’s actions, and what does this imply about the G-protein coupling involved?","Pertussis toxin blocked S18616, implying hα2A signaling was Gi/o-mediated.","The passage states that in a hα2A–Gi1α fusion protein/GTPase assay, S18616’s actions “were blocked by pertussis toxin.” Pertussis toxin sensitivity indicates involvement of Gi-type G proteins, consistent with the fusion protein used.","S18616 ((S)-spiro[(1-oxa-2-amino-3-azacyclopent-2-ene)-4, 2'-(8'-chloro-1',2',3',4'-tetrahydronaphthalene)]) displayed high affinity at native rat alpha(2)-adrenoceptors (AR)s (pK(i), 9.8), native human (h)alpha(2A)-ARs (9.6), and cloned halpha(2A)- (9.5), halpha(2B)- (9.2), and halpha(2C)- (9.0) ARs. It showed 40-fold lower affinity for halpha(1A)-ARs (8.4) and >/=100-fold lower affinity for rat alpha(1)-ARs (7.1), halpha(1B)-ARs (7.7), halpha(1D)-ARs (7.6), imidazoline(1) (7.4), and imidazoline(2) (7.4) sites and >100-fold lower affinity for all other (>50) sites. At halpha(2A)-ARs, in guanosine-5'-O-(3-[(35)S]thio)triphosphate binding studies, S18616 was a potent (partial) agonist: log effective concentration (pEC(50)), 9.3/maximal effect, 51%. This observation was corroborated employing a halpha(2A)-Gi1alpha fusion protein/GTPase assay (9.0/40%) in which the actions of S18616 were blocked by pertussis toxin. Employing guanosine-5'-O-(3-[(35)S]thio)triphosphate binding assays, S18616 was also a partial agonist at halpha(2C)-ARs (8.2/63%) but a full agonist (8.4/124%) at halpha(2B)-ARs. At halpha(2A)-, halpha(2B)-, and halpha(2C)-ARs, the selective alpha(2)-AR antagonist, atipamezole, abolished the actions of S18616: pK(b) values of 9.1, 9. 1, and 9.4, respectively. As determined by depletion of membrane-bound [(3)H]phosphatidyl inositols, S18616 behaved as a (less potent) agonist (7.8/79%) at halpha(1A)-ARs, an action abolished by prazosin (pK(b), 8.9). Reflecting alpha(2)-AR agonist properties, S18616 potently (>/=1 microg/kg, s.c.) and dose dependently elicited hypothermia and antinociception (nine diverse models) in rodents. These actions were dose dependently inhibited by chemically diverse alpha(2)- versus alpha(1)-AR antagonists, atipamezole, idazoxan, RX821,002, and BRL44418 (a preferential alpha(2A)-AR ligand). In contrast, the actions of S18616 were unaffected by the alpha(1)-AR antagonists, ARC239 and prazosin (which preferentially block alpha(2B/2C)- versus alpha(2A)-ARs). Although the affinity of dexmedetomidine at alpha(2)-ARs was lower than S18616; it displayed a similar receptor and functional profile. Clonidine displayed lower efficacy than S18616, was substantially less potent, and had marked affinity for imidazoline(1) sites and alpha(1)-ARs. In conclusion, S18616 is a novel, selective, and highly potent agonist at alpha(2)-ARs.
Adrenergic alpha-2 Receptor Agonists
Adrenergic alpha-Agonists
Analgesics, Non-Narcotic
Animals
Body Temperature
CHO Cells
Clonidine
Cricetinae
Dexmedetomidine
Humans
Imidazoles
Imidazoline Receptors
Male
Mice
Oxazoles
Rats
Rats, Wistar
Receptors, Drug
","Target-11082457"
"q00000540","In the described human liver microsome study of fluorinated ether volatile anesthetics, what specific biochemical readout was used to quantify anesthetic metabolism during microsomal incubations?","Fluoride production was measured to quantify anesthetic metabolism.","The METHODS section states that “Anesthetic metabolism in microsomal incubations was measured by fluoride production.” Because defluorination releases fluoride, fluoride production serves as the study’s quantitative metabolic endpoint.","BACKGROUND: Renal and hepatic toxicity of the fluorinated ether volatile anesthetics is caused by biotransformation to toxic metabolites. Metabolism also contributes significantly to the elimination pharmacokinetics of some volatile agents. Although innumerable studies have explored anesthetic metabolism in animals, there is little information on human volatile anesthetic metabolism with respect to comparative rates or the identity of the enzymes responsible for defluorination. The first purpose of this investigation was to compare the metabolism of the fluorinated ether anesthetics by human liver microsomes. The second purpose was to test the hypothesis that cytochrome P450 2E1 is the specific P450 isoform responsible for volatile anesthetic defluorination in humans.
METHODS: Microsomes were prepared from human livers. Anesthetic metabolism in microsomal incubations was measured by fluoride production. The strategy for evaluating the role of P450 2E1 in anesthetic defluorination involved three approaches: for a series of 12 human livers, correlation of microsomal defluorination rate with microsomal P450 2E1 content (measured by Western blot analysis), correlation of defluorination rate with microsomal P450 2E1 catalytic activity using marker substrates (para-nitrophenol hydroxylation and chlorzoxazone 6-hydroxylation), and chemical inhibition by P450 isoform-selective inhibitors.
RESULTS: The rank order of anesthetic metabolism, assessed by fluoride production at saturating substrate concentrations, was methoxyflurane > sevoflurane > enflurane > isoflurane > desflurane > 0. There was a significant linear correlation of sevoflurane and methoxyflurane defluorination with antigenic P450 2E1 content (r = 0.98 and r = 0.72, respectively), but not with either P450 1A2 or P450 3A3/4. Comparison of anesthetic defluorination with either para-nitrophenol or chlorzoxazone hydroxylation showed a significant correlation for sevoflurane (r = 0.93, r = 0.95) and methoxyflurane (r = 0.78, r = 0.66). Sevoflurane defluorination was also highly correlated with that of enflurane (r = 0.93), which is known to be metabolized by human P450 2E1. Diethyldithiocarbamate, a selective inhibitor of P450 2E1, produced a concentration-dependent inhibition of sevoflurane, methoxyflurane, and isoflurane defluorination. No other isoform-selective inhibitor diminished the defluorination of sevoflurane, whereas methoxyflurane defluorination was inhibited by the selective P450 inhibitors furafylline (P450 1A2), sulfaphenazole (P450 2C9/10), and quinidine (P450 2D6) but to a much lesser extent than by diethyldithiocarbamate.
CONCLUSIONS: These results demonstrate that cytochrome P450 2E1 is the principal, if not sole human liver microsomal enzyme catalyzing the defluorination of sevoflurane. P450 2E1 is the principal, but not exclusive enzyme responsible for the metabolism of methoxyflurane, which also appears to be catalyzed by P450s 1A2, 2C9/10, and 2D6. The data also suggest that P450 2E1 is responsible for a significant fraction of isoflurane metabolism. Identification of P450 2E1 as the major anesthetic metabolizing enzyme in humans provides a mechanistic understanding of clinical fluorinated ether anesthetic metabolism and toxicity.
Anesthetics
Animals
Biotransformation
Cytochrome P-450 CYP2E1
Cytochrome P-450 Enzyme System
Ethers
Fluorides
Fluorine
Humans
Isoflurane
Kinetics
Male
Methoxyflurane
Methyl Ethers
Microsomes, Liver
Oxidoreductases, N-Demethylating
Rats
Sevoflurane
","Target-8214760"
"q00000541","In the study comparing cytarabine (araC) sensitivity across cell lines, what were the reported mean IC50 values for the 9 carcinoma lines versus the 14 araC-sensitive leukemia lines, and by approximately how many-fold was the carcinoma mean higher?","Carcinomas: 4.6×10^3 µM vs leukemias: 1.3 µM; the carcinoma mean IC50 was ~3×10^3-fold higher.","The passage states the mean IC50 in 9 carcinoma lines was 4.6×10^3 µM compared with 1.3 µM in 14 leukemia lines. It explicitly reports this as a ~3×10^3-fold higher IC50 in carcinomas (p<0.01).","Cytarabine (araC) is a highly active antimetabolite against hematological malignancy while the agent shows limited activity against carcinomas. In this study, we focused on cellular transport and catalysis of the nucleoside in order to elucidate the mechanism of intrinsic resistance to araC in carcinomas. Activities of two metabolizing enzymes for araC, deoxycytidine kinase (DCK) and cytidine deaminase (CDA), and cellular transport of the agent were examined in 9 carcinoma cell lines. These variables in carcinoma lines were compared with those in 14 araC-sensitive leukemia lines and one leukemia line with acquired resistance. The mean IC50 in 9 carcinoma lines was 3 x 10(3)-fold higher than that in 14 leukemia lines (4.6 x 10(3) vs. 1.3 microM, p<0.01). A cell line with acquired resistance (U937R), which was established from U937 monocytoid leukemia cells, showed more than 10(3)-fold higher IC50 than the parent cells (1.6 x 10(3) vs. 1.3 microM). The resistance in carcinomas was associated with higher CDA activity and lower influx when compared to araC sensitive leukemias. Especially, these two types of malignant cell lines were clearly distinguished by CDA activity. The acquired resistance in U937R cells was followed by increase in cytidine deaminase (CDA) activity, decrease in DCK activity and decrease in influx of the drug. In conclusion, carcinomas are intrinsically resistant to cytarabine through high CDA activity and low cellular transport, but not low DCK activity. This finding suggests that treatment of carcinoma with deoxycytidine analogues should conquer the high CDA activity.
Adenocarcinoma
Antimetabolites, Antineoplastic
Biological Transport
Cytarabine
Cytidine Deaminase
Deoxycytidine Kinase
Drug Resistance, Neoplasm
Humans
Neoplasms
","Target-15492802"
"q00000542","In human liver microsomes, which CYP marker activity showed the strongest correlation with 4-hydroxyvalsartan (4-OH valsartan) formation, and what was the reported correlation coefficient?","Diclofenac 4′-hydroxylase (CYP2C9) activity; r = 0.889.","The passage reports a “good correlation” between 4-OH valsartan formation rates and diclofenac 4′-hydroxylase activity, a representative CYP2C9 marker. It explicitly provides the correlation coefficient as r = 0.889 and notes no good correlation with other CYP marker activities.","Valsartan is known to be excreted largely as unchanged compound and is minimally metabolized in man. Although the only notable metabolite is 4-hydroxyvaleryl metabolite (4-OH valsartan), the responsible enzyme has not been clarified at present. The current in vitro studies were conducted to identify the cytochrome P450 (CYP) enzymes involved in the formation of 4-OH valsartan. Valsartan was metabolized to 4-OH valsartan by human liver microsomes and the Eadie-Hofstee plots were linear. The apparent Km and Vmax values for the formation of 4-OH valsartan were 41.9-55.8 microM and 27.2-216.9 pmol min(-1) mg(-1) protein, respectively. There was good correlation between the formation rates of 4-OH valsartan and diclofenac 4'-hydroxylase activities (representative CYP2C9 activity) of 11 individual microsomes (r = 0.889). No good correlation was observed between any of the other CYP enzyme marker activities (CYP2A6, CYP2B6, CYP2C8, CYP2C9, CYP2C19, CYP2D6, CYP2E1, CYP3A4 and CYP4A). Among the recombinant CYP enzymes examined (CYPs 1A2, 2A6, 2B6, 2C8, 2C9, 2C19, 2D6, 2E1, 3A4, 3A5 and 4A11), CYP2C9 notably catalysed 4-hydroxylation of valsartan. For the specific CYP inhibitors or substrates examined (furafylline, diclofenac, S(+)-mephenytoin, quinidine and troleandomycin), only diclofenac inhibited the formation of 4-OH valsartan. These results showed that CYP2C9 is the only form responsible for 4-hydroxylation of valsartan in human liver microsomes. Although CYP2C9 is involved in valsartan metabolism, CYP-mediated drug-drug interaction between valsartan and other co-administered drugs would be negligible.
Angiotensin II Type 1 Receptor Blockers
Aryl Hydrocarbon Hydroxylases
Cytochrome P-450 CYP2C9
Cytochrome P-450 Enzyme System
Diclofenac
Drug Interactions
Enzyme Inhibitors
Humans
Hydroxylation
Kinetics
Microsomes, Liver
Proadifen
Recombinant Proteins
Tetrazoles
Valine
Valsartan
","Target-16192110"
"q00000543","In the idiopathic ventricular fibrillation cohort, which pharmacologic agents were administered, and what was the quantified change in the QT–RR linear regression slope after therapy?","Bepridil (n=5) or disopyramide (n=3); QT–RR slope increased from 0.105±0.020 to 0.144±0.037 (P<0.05).","The passage states pharmacologic therapy consisted of bepridil in 5 patients and disopyramide in 3. It also reports the QT–RR regression slope increased from 0.105±0.020 pre-therapy to 0.144±0.037 post-therapy with statistical significance (P<0.05).","The electrocardiographic parameters relating occurrence of ventricular fibrillation (VF) episodes in patients with idiopathic VF (IVF) are still unknown. The aim of this study was to clarify efficacy of pharmacological therapy in patients with IVF with respect to repolarization dynamics. The study group consisted of 8 men (age 43.6 +/- 9.1 years) with IVF (Brugada type 5 patients, prominent J wave in the inferior leads 3 patients) who had documented spontaneous episodes of VF, 7 of whom had implantable cardioverter defibrillators. The relation between QT and RR interval was analyzed from 24-hour Holter ECG using an automatic analyzing system before and after pharmacological therapy (bepridil 5 and disopyramide 3). From QT-RR linear regression lines, QT intervals were determined at RR intervals of 0.6 second [QT(0.6)], 1.0 second [QT(1.0)], and 1.2 seconds [QT(1.2)]. Pharmacological therapy increased the slope of QT-RR regression line from 0.105 +/- 0.020 to 0.144 +/- 0.037 (P < 0.05). Accordingly, QT(1.0) and QT(1.2) became longer after drug therapy [QT(1.0), 0.382 +/- 0.016 seconds vs 0.414 +/- 0.016 seconds (P < 0.01); QT(1.2), 0.403 +/- 0.017 seconds vs 0.442 +/- 0.021 seconds (P < 0.01)]. However, QT(0.6) did not change after drug administration. Before drug therapy the average episodes of VF were 5.5 +/- 5.8 (range 1 to 17) during the observation period of 19.3 +/- 17.6 months (range 6 to 60 months). After drug therapy, 6 patients had no episode of VF for 24 to 120 months (66.0 +/- 38.5 months). Two patients had a single episode of VF for 12- and 96-month follow-ups. Pharmacological therapy decreased the frequency of VF episodes in association with prolongation of QT intervals at slower heart rates. Not only J wave and ST elevation but also shorter QT intervals at slower heart rates may represent an electrophysiological substrate for development of VF episodes in these specific IVF patients.
Adult
Bepridil
Disopyramide
Drug Therapy, Combination
Heart Rate
Humans
Male
Middle Aged
Ventricular Fibrillation
","Target-15897781"
