"question_id","question","short_answer","answer_reasoning","pubmed_text","pubmed_id"
"q00000647","In human brain microvascular endothelial cells from the blood–brain barrier, how did treatment with 30 ng/mL tacrolimus differentially affect MDR1 (P-gp/ABCB1) compared with ABCA5 in terms of gene expression or transporter activity, and what effect did it have on cell viability?","30 ng/mL tacrolimus decreased MDR1 expression/activity, increased ABCA5 transcript expression, and did not change cell viability.","The passage states that at the therapeutic upper-limit concentration (30 ng/mL), MDR1 transporter expression and activity decreased in HBMEC. In contrast, ABCA5 transcripts increased at this concentration. It also notes that cell viability was not changed with the therapeutic dose used.","Tacrolimus is an agent used in clinical immunosuppressive drug therapies. A wide spectrum of adverse effects has been reported in association with this immunosuppressor, including neurotoxic effect. The upper limit of therapeutic blood concentrations of tacrolimus has been described as 30 ng/ml in immunosuppressed patients. We investigated the effect of this therapeutic dose of tacrolimus on the expression and activity of the multidrug resistance protein 1 (MDR1 or Pgp, P-glycoprotein) and ATP-binding cassette transporters A5 (ABCA5) in human brain microvascular endothelial cells (HBMEC), derived from Blood-Brain Barrier (BBB) endothelium, these being the most predominantly expressed transcripts in these cells. The expression and activity of MDR1 transporter decreased with 30 ng/ml tacrolimus. The cell viability was not changed with the therapeutic dose used. By contrast, ABCA5 transcripts, of unknown role as yet, increased their expression at this concentration. We propose that the secondary cytotoxic effects of this immunosuppressor on CSN, besides the functional blockade related to multidrug resistance proteins, such as MDR1, and probably ABCA5, could be linked to variations in the expression levels of these proteins at the BBB.
ATP Binding Cassette Transporter, Subfamily B, Member 1
ATP-Binding Cassette Transporters
Blood-Brain Barrier
Blotting, Western
Caspase 3
Cells, Cultured
Endothelial Cells
Fluoresceins
Humans
Immunosuppressive Agents
Reverse Transcriptase Polymerase Chain Reaction
Tacrolimus
Tetrazolium Salts
Thiazoles
","Target-18827354"
"q00000646","In a reported series of cases, what range of mirtazapine doses and time to onset were linked to near-complete resolution of hot flushes with sweating, and what receptor-based mechanism was proposed to account for this effect?","Mirtazapine 15–30 mg/day; within the first week; postulated 5-HT(2A) receptor blockade.","The method notes serendipitous improvement during mirtazapine 15–30 mg/day in depressed women, later extended to two non-depressed women. Results state all four subjects had practically complete disappearance within the first week. The conclusion attributes symptomatic relief to mirtazapine’s 5-HT(2A) blocking properties.","OBJECTIVE: To evaluate the effect of mirtazapine on the severity of hot flushes and bouts of perspiration in women.
METHOD: In two women with depression a reduction in hot flushes was noticed by serendipity during treatment with mirtazapine 15-30 mg/daily. On the basis of this observation clinical studies were extended with two non-depressed and non-anxious women with hot flushes. Both subjects were prescribed mirtazapine daily.
RESULTS: Four cases are described as case reports. All subjects reported a practically complete disappearance of hot flushes and associated perspiration, within the first week of treatment.
CONCLUSION: Mirtazapine appears to have a substantial ameliorating effect on hot flushes and perspiration bouts. It is postulated that the 5-HT(2A) blocking properties of mirtazapine is accounted in the symptomatic relief of hot flushes. In addition it is hypothesized that the serotonergic system is crucially involved in the pathogenesis of hot flushes and perspiration bouts. Further evaluation in double-blind placebo-controlled studies is encouraged.
Adult
Antidepressive Agents, Tricyclic
Depression
Female
Hot Flashes
Humans
Mianserin
Middle Aged
Mirtazapine
Receptors, Serotonin
Serotonin Antagonists
Severity of Illness Index
","Target-11063897"
"q00000649","In a neonatal arrhythmia case associated with a novel SCN5A missense mutation (M1766L), which medications were used to stabilize the infant during the 16-month period when QT prolongation was the only ongoing abnormality?","Lidocaine, propranolol, and mexiletine.","The passage states the infant presented with self-terminating torsades de pointes and “was treated with lidocaine, propranolol, and mexiletine.” It further notes the infant was “stable for 16 months manifesting only a prolonged QT interval,” indicating these drugs comprised the stabilizing regimen.","OBJECTIVE: Mutations in the cardiac sodium channel gene, SCN5A, cause congenital long QT syndrome (LQT3), Brugada syndrome, idiopathic ventricular fibrillation, and conduction disease by distinct cellular and clinical electrophysiological phenotypes.
METHODS: Postmortem molecular analysis of SCN5A was conducted on an infant who presented shortly after birth with self-terminating torsades de pointes. The infant was treated with lidocaine, propranolol, and mexiletine and was stable for 16 months manifesting only a prolonged QT interval. The infant collapsed suddenly following presumed viral gastroenteritis, was found in 2:1 AV block, and was subsequently declared brain dead. Genomic DNA was subjected to SCN5A mutational analyses and DNA sequencing revealing a novel, spontaneous germline missense mutation, M1766L. The M1766L mutation was engineered into the hH1a clone by site-directed mutagenesis, transfected into embryonic kidney cells (HEK-293), and studied by voltage clamp.
RESULTS: The M1766L mutation caused a significant decrease in the sodium channel expression. Co-expression with beta1 subunit, incubation at low temperature, and most effectively incubation with mexiletine partially 'rescued' the defective expression. In addition to this pronounced loss of function, M1766L also showed a 10-fold increase in the persistent late sodium current.
CONCLUSIONS: These findings suggest that M1766L-SCN5A channel dysfunction may contribute to the basis of lethal arrhythmias, displays an overlapping electrophysiological phenotype, and represents the first sodium channelopathy rescued by drug.
Anti-Arrhythmia Agents
DNA Mutational Analysis
Electrocardiography
Fatal Outcome
Follow-Up Studies
Humans
Infant, Newborn
Long QT Syndrome
Male
Mexiletine
Mutation, Missense
NAV1.5 Voltage-Gated Sodium Channel
Sodium Channels
","Target-12123767"
"q00000661","Which specific genetic variant has been studied in humans for its relationship to the pharmacokinetics of the HIV protease inhibitor saquinavir?","The CYP3A5 A6986G (CYP3A5*3) polymorphism.","The passage title states an “Association of the CYP3A5 A6986G (CYP3A5*3) polymorphism with saquinavir pharmacokinetics.” It also lists “Saquinavir,” “HIV Protease Inhibitors,” “Humans,” and “Polymorphism, Genetic,” confirming the drug class and population context.","Association of the CYP3A5 A6986G (CYP3A5*3) polymorphism with saquinavir pharmacokinetics.
Cytochrome P-450 CYP3A
Cytochrome P-450 Enzyme System
HIV Protease Inhibitors
Humans
Polymorphism, Genetic
Saquinavir
","Target-15373940"
"q00000648","Paraphrased question: In an HT-29 cell experiment, what combined effect on topoisomerase II was seen when moxifloxacin was used together with etoposide compared with either drug alone, based on decatenation assay results and band depletion analysis?","MXF+VP-16 enhanced topo II inhibitory activity and reduced topo II band depletion versus either drug alone.","The passage states that MXF or VP-16 alone only slightly affected cellular topo II activity in nuclear extracts. In contrast, their combination “enhanced inhibitory activity” and produced a “reduction in band depletion of topo II,” per the described assays.","Etoposide (VP-16) is a topoisomerase-II (topo II) inhibitor chemotherapeutic agent. Studies have shown that a combination of VP-16 with other drugs demonstrates better clinical responses. The aim of this study was to investigate the effects of moxifloxacin (MXF) and VP-16 on cellular topo II activity in drug-treated cells and evaluate the influence of MXF on the mode of action of VP-16, on proliferation and apoptosis of HT-29 cells. Decatenation assay, band depletion and Western blot analysis, cytotoxic assay (MTT), flow cytometric studies (cell cycle and survivin expression), apoptosis (DAPI-sulforhodamine staining and caspase 3 activity) and IL-8 and VEGF secretion were determined. MXF or VP-16 slightly affected cellular topo II activity in nuclear extracts derived from drug-treated cells while the combination enhanced inhibitory activity and the reduction in band depletion of topo II. VP-16 induced cell cycle arrest at G2/M and the appearance of the subG1 peak which was increased by the addition of MXF. Apoptosis studies (DAPI staining and caspase 3 activity) showed a marked increase in the presence of MXF and VP-16 compared to VP-16 alone. VP-16 induced the release of IL-8, and addition of MXF reduced enhanced release and the spontaneous release of VEGF from the cells. In conclusion, the results suggest that the enhancement in the reduction of topo II activity by the combined MXF/VP-16 treatments was probably due to the increase in the level of the DNA-enzyme cleavable complexes formed by both drugs. The unique combination of MXF/VP-16 may have clinical benefits and a cytotoxic drug 'sparing effect' and should be further studied in vivo.
Antineoplastic Agents
Apoptosis
Aza Compounds
Carcinoma
Cell Cycle
Cell Line, Tumor
Colonic Neoplasms
Cytotoxins
Dose-Response Relationship, Drug
Drug Evaluation, Preclinical
Drug Synergism
Enzyme Inhibitors
Etoposide
Fluoroquinolones
HT29 Cells
Humans
Moxifloxacin
Quinolines
Topoisomerase II Inhibitors
","Target-20596674"
"q00000655","Which cytochrome P450 isoforms are involved in the demethylation of cyclobenzaprine to desmethylcyclobenzaprine in human liver microsomes, as supported by evidence from both selective chemical inhibition and antibody-based inhibition studies?","CYP1A1/2 and CYP3A4.","Selective inhibitors of CYP1A1/2 (furafylline, 7,8-benzoflavone) and CYP3A4 (troleandomycin, gestodene, ketoconazole) inhibited desmethylcyclobenzaprine formation. Antibodies against CYP1A1/2 and CYP3A4 inhibited demethylation, while antibodies to CYP2C9/10, CYP2C19, and CYP2E1 did not.","Cyclobenzaprine (Flexeril) is a muscle relaxant, possessing a tricyclic structure. Numerous therapeutic agents containing this structure are known to be metabolized by polymorphic cytochrome P4502D6. The aim of this study was to determine if cytochrome P4502D6 and other isoforms are involved in the metabolism of cyclobenzaprine in human liver microsomes. Selective cytochrome P450 inhibitors for CYP1A1/2 (furafylline and 7,8-benzoflavone) and CYP3A4 (troleandomycin, gestodene, and ketoconazole) inhibited the formation of desmethylcyclobenzaprine, a major metabolite of cyclobenzaprine, in human liver microsomes. Antibodies directed against CYP1A1/2 and CYP3A4 inhibited the demethylation reaction whereas anti-human CYP2C9/10, CYP2C19, and CYP2E1 antibodies did not show any inhibitory effects. When a panel of microsomes prepared from human B-lymphoblastoid cells that expressed specific human cytochrome P450 isoforms were used, only microsomes containing cytochromes P4501A2, 2D6, and 3A4 catalyzed N-demethylation. In addition, demethylation catalyzed by these recombinant cytochromes P450 can be completely inhibited with selective inhibitors at concentrations as low as 1 to 20 microM. Interestingly, cyclobenzaprine N-demethylation was significantly correlated with caffeine 3-demethylation (1A2) and testosterone 6 beta-hydroxylation (3A4) but not with dextromethorphan O-demethylation (2D6) in human liver microsomes. To further determine the involvement of cytochrome P4502D6 in cyclobenzaprine metabolism, liver microsomes from a human that lacked CYP2D6 enzyme activities was included in this study. The data showed that cyclobenzaprine N-demethylation still occurred in the incubation with this microsome. These results suggested that cytochrome P4502D6 plays only a minor role in cyclobenzaprine N-demethylation whereas 3A4 and 1A2 are primarily responsible for cyclobenzaprine metabolism in human liver microsomes. Due to the minimum involvement of CYP2D6 in the vitro metabolism of cyclobenzaprine, the polymorphism of cytochrome P4502D6 in man should not be of muci concern in the clinical use of cyclobenzaprine.
Adult
Amitriptyline
Child
Cytochrome P-450 CYP1A2
Cytochrome P-450 CYP2D6
Cytochrome P-450 CYP3A
Cytochrome P-450 Enzyme System
Female
Humans
In Vitro Techniques
Male
Microsomes, Liver
Mixed Function Oxygenases
Muscle Relaxants, Central
Recombinant Proteins
Tumor Cells, Cultured
","Target-8818577"
"q00000644","In HeLa cells expressing human 5‑HT1B or 5‑HT1D receptors, what downstream signaling response does almotriptan trigger, and how does its efficacy compare with that of serotonin?","It inhibited forskolin‑stimulated cAMP accumulation, with the same efficacy as serotonin (low‑nanomolar affinity).","The passage states almotriptan inhibited forskolin-stimulated cyclic AMP accumulation in HeLa cells expressing human 5‑HT(1B) or 5‑HT(1D) receptors. It also notes almotriptan had the same efficacy as serotonin and low-nanomolar affinity in this model.","Almotriptan (3-[2-(dimethylamino)ethyl]-5-(pyrrolidin-1-ylsulfonylmethyl )-1H-indo le) has been studied in several models predictive of activity and selectivity at 5-HT receptors. Almotriptan showed low nanomolar affinity for the 5-HT(1B) and 5-HT(1D) receptors in several species, including the human, while affinity for 5-HT receptors other than 5-HT(1B/1D) was clearly less. Affinity for 5-HT(7) and 5-HT(1A) receptors was approximately 40 and 60 times lower than that for 5-HT(1B/1D) receptors, respectively. Almotriptan did not exhibit significant affinity for several non-5-HT receptors studied up to 100 microM. Almotriptan inhibited forskolin-stimulated cyclic AMP accumulation in HeLa cells transfected with 5-HT(1B) or 5-HT(1D) human receptors. In this model, almotriptan had the same efficacy as serotonin and an affinity in the low nanomolar range. It induced vasoconstriction in several vessels in which it was compared with sumatriptan. In isolated dog saphenous veins, almotriptan elicited concentration-dependent contractions with an EC(50) of 394 nM. In both these systems, almotriptan behaved as a full agonist. Infusion of almotriptan into the porcine meningeal vasculature induced vasoconstriction. In contrast, in the pig renal and rabbit mesenteric arteries, it had a very low maximal efficacy even at 100 microM, with similar results obtained in the rabbit renal artery. The results suggest that almotriptan is a potent and selective 5-HT(1B/1D) receptor agonist, with selectivity for the cranial vasculature as compared with peripheral vessels.
Animals
Cattle
Colforsin
Cyclic AMP
Dogs
Dose-Response Relationship, Drug
HeLa Cells
Humans
Indoles
Male
Meningeal Arteries
Migraine Disorders
Muscle, Smooth, Vascular
Rabbits
Rats
Rats, Wistar
Saphenous Vein
Serotonin Receptor Agonists
Sumatriptan
Swine
Transfection
Tryptamines
Vasoconstriction
Vasoconstrictor Agents
","Target-11134654"
"q00000650","What types of inhibition and approximate Ki values have been reported for raloxifene against human liver aldehyde oxidase when comparing its effects on oxidation of substrates such as phthalazine, vanillin, and nicotine-derived iminium ions versus reduction of a hydroxamic acid–containing compound?","Uncompetitive inhibition (Ki 0.87–1.4 nM) for oxidations; noncompetitive inhibition (Ki 51 nM) for the hydroxamic-acid reduction.","The passage states raloxifene is a “potent uncompetitive inhibitor” of aldehyde oxidase-catalyzed oxidation of those substrates with Ki 0.87–1.4 nM. It also reports raloxifene as a “noncompetitive inhibitor” of an aldehyde oxidase-catalyzed reduction of a hydroxamic acid-containing compound with Ki 51 nM.","The selective estrogen receptor modulator, raloxifene, has been demonstrated as a potent uncompetitive inhibitor of human liver aldehyde oxidase-catalyzed oxidation of phthalazine, vanillin, and nicotine-Delta1'(5')-iminium ion, with K(i) values of 0.87 to 1.4 nM. Inhibition was not time-dependent. Raloxifene has also been shown to be a noncompetitive inhibitor of an aldehyde oxidase-catalyzed reduction reaction of a hydroxamic acid-containing compound, with a K(i) of 51 nM. However, raloxifene had only small effects on xanthine oxidase, an enzyme related to aldehyde oxidase. In addition, several other compounds of the same therapeutic class as raloxifene were examined for their potential to inhibit aldehyde oxidase. However, none were as potent as raloxifene, since IC(50) values were orders of magnitude higher and ranged from 0.29 to 57 micro M. In an examination of analogs of raloxifene, it was shown that the bisphenol structure with a hydrophobic group on the 3-position of the benzthiophene ring system was the most important element that imparts inhibitory potency. The relevance of these data to the mechanistic understanding of aldehyde oxidase catalysis, as well as to the potential for raloxifene to cause drug interactions with agents for which aldehyde oxidase-mediated metabolism is important, such as zaleplon or famciclovir, is discussed.
Aldehyde Oxidase
Benzaldehydes
Enzyme Inhibitors
Humans
In Vitro Techniques
Kinetics
Liver
Nicotine
Oxidation-Reduction
Phthalazines
Raloxifene Hydrochloride
Selective Estrogen Receptor Modulators
Xanthine Oxidase
","Target-14709625"
"q00000643","In cells that overexpress the ABCG2 transporter, which ABCG2-transported anticancer drug showed an increased effective intracellular concentration after sildenafil treatment, and which additional non-anticancer fluorescent ABCG2 probe substrate was also increased?","Mitoxantrone; BODIPY-prazosin.","The passage states that in ABCG2-overexpressing cells sildenafil inhibited resistance to ABCG2 substrate anticancer drugs by increasing intracellular mitoxantrone. It also reports increased intracellular levels of the fluorescent compound BODIPY-prazosin.","Sildenafil is a potent and selective inhibitor of the type 5 cGMP (cyclic guanosine 3',5'-monophosphate)-specific phosphodiesterase that is used clinically to treat erectile dysfunction and pulmonary arterial hypertension. Here, we report that sildenafil has differential effects on cell surface ABC transporters such as ABCB1, ABCC1, and ABCG2 that modulate intracompartmental and intracellular concentrations of chemotherapeutic drugs. In ABCB1-overexpressing cells, nontoxic doses of sildenafil inhibited resistance and increased the effective intracellular concentration of ABCB1 substrate drugs such as paclitaxel. Similarly, in ABCG2-overexpressing cells, sildenafil inhibited resistance to ABCG2 substrate anticancer drugs, for example, increasing the effective intracellular concentration of mitoxantrone or the fluorescent compound BODIPY-prazosin. Sildenafil also moderately inhibited the transport of E(2)17βG and methotrexate by the ABCG2 transporter. Mechanistic investigations revealed that sildenafil stimulated ABCB1 ATPase activity and inhibited photolabeling of ABCB1 with [(125)I]-iodoarylazidoprazosin (IAAP), whereas it only slightly stimulated ABCG2 ATPase activity and inhibited photolabeling of ABCG2 with [(125)I]-IAAP. In contrast, sildenafil did not alter the sensitivity of parental, ABCB1-, or ABCG2-overexpressing cells to non-ABCB1 and non-ABCG2 substrate drugs, nor did sildenafil affect the function of another ABC drug transporter, ABCC1. Homology modeling predicted the binding conformation of sildenafil within the large cavity of the transmembrane region of ABCB1. Overall, we found that sildenafil inhibits the transporter function of ABCB1 and ABCG2, with a stronger effect on ABCB1. Our findings suggest a possible strategy to enhance the distribution and potentially the activity of anticancer drugs by jointly using a clinically approved drug with known side effects and drug-drug interactions.
ATP Binding Cassette Transporter, Subfamily G, Member 2
ATP-Binding Cassette Transporters
Adenosine Triphosphatases
Boron Compounds
Carcinoma, Squamous Cell
Cell Line, Tumor
Drug Resistance, Neoplasm
Drug Synergism
Humans
KB Cells
Methotrexate
Mitoxantrone
Models, Molecular
Multidrug Resistance-Associated Proteins
Neoplasm Proteins
Paclitaxel
Piperazines
Prazosin
Purines
Sildenafil Citrate
Sulfones
","Target-21402712"
"q00000654","In physiologically based pharmacokinetic modeling of orally administered capecitabine, which enzyme’s activity is the primary driver of systemic 5‑fluorouracil (5‑FU) AUC, and what key factors mainly determine 5‑FU exposure in tumor tissue, including the scenario in which 5‑FU can accumulate?","Liver DPD activity determines systemic 5-FU AUC; tumor 5-FU exposure depends on tumor dThdPase and DPD activities plus tumor blood flow, with DPD saturation causing accumulation.","The results state that DPD activity in the liver largely determines systemic 5-FU AUC. They also state tumor 5-FU exposure depends mainly on tumor thymidine phosphorylase (dThdPase), tumor DPD, and tumor blood flow. The passage adds that saturation of DPD activity in tumor tissue results in 5-FU accumulation.","PURPOSE: To identify the factors governing the dose-limiting toxicity in the gastrointestine (GI) and the antitumor activity after oral administration of capecitabine, a triple prodrug of 5-FU, in humans.
METHOD: The enzyme kinetic parameters for each of the four enzymes involved in the activation of capecitabine to 5-FU and its elimination were measured experimentally in vitro to construct a physiologically based pharmacokinetic model. Sensitivity analysis for each parameter was performed to identify the parameters affecting tissue 5-FU concentrations.
RESULTS: The sensitivity analysis demonstrated that (i) the dihydropyrimidine dehydrogenase (DPD) activity in the liver largely determines the 5-FU AUC in the systemic circulation, (ii) the exposure of tumor tissue to 5-FU depends mainly on the activity of both thymidine phosphorylase (dThdPase) and DPD in the tumor tissues, as well as the blood flow rate in tumor tissues with saturation of DPD activity resulting in 5-FU accumulation, and (iii) the metabolic enzyme activity in the GI and the DPD activity in liver are the major determinants influencing exposure to 5-FU in the GI. The therapeutic index of capecitabine was found to be at least 17 times greater than that of other 5-FU-related anticancer agents, including doxifluridine, the prodrug of 5-FU, and 5-FU over their respective clinical dose ranges.
CONCLUSIONS: It was revealed that the most important factors that determine the selective production of 5-FU in tumor tissue after capecitabine administration are tumor-specific activation by dThdPase, the nonlinear elimination of 5-FU by DPD in tumor tissue, and the blood flow rate in tumors.
Antimetabolites, Antineoplastic
Area Under Curve
Blood Proteins
Capecitabine
Deoxycytidine
Fluorouracil
Humans
Kinetics
Models, Biological
Neoplasms
Prodrugs
Protein Binding
Regional Blood Flow
Reproducibility of Results
Tissue Distribution
","Target-11587492"
"q00000658","In a clinical study of oral N‑acetylcysteine for hereditary glutathione deficiency (5‑oxoprolinuria), what plasma observation about gamma‑glutamylcysteine differed from what was seen in leukocytes, even though glutathione levels were reduced?","Plasma contained no detectable gamma-glutamylcysteine, whereas leukocyte gamma-glutamylcysteine levels were increased.","The passage states leukocyte total/free glutathione were 15–20% of normal with increased gamma-glutamylcysteine. It also notes plasma glutathione was decreased similarly, but gamma-glutamylcysteine was not detected in plasma.","In a therapeutic trial, the effect of short-term low-dosage N-acetylcysteine supplementation on glutathione metabolism was investigated in two patients with hereditary glutathione deficiency (5-oxoprolinuria). Clinical and neurophysiological examinations of the patients indicated progressive neurological damage. The pretreatment concentrations of total and free glutathione in leukocytes were 15-20% of normal, whereas the corresponding gamma-glutamylcysteine levels were increased. In plasma, the glutathione concentrations were similarly decreased, but no gamma-glutamylcysteine was detected. Total glutathione in erythrocytes was markedly decreased. Low urinary excretion of cysteinylglycine, cyst(e)ine, taurine, N-acetylcysteine, mercaptolactate and mercaptoacetate and reduced leukocyte taurine levels constituted additional evidence of decreased intracellular availability of cysteine, i.e. glutathione. Oral supplementation with N-acetylcysteine (5 mg/kg x 3/day) had no effect on acid-base balance, erythrocyte glutathione levels or 5-oxoproline concentrations in plasma and urine. In leukocytes, the glutathione concentrations were increased by 20-30%, whereas the gamma-glutamylcysteine levels were essentially unaltered. In parallel, the urinary excretion of cysteinylglycine was increased and the leukocyte levels and urinary outputs of sulphur amino acids were restored. No side-effects of the treatment were noted. The results indicate that N-acetylcysteine may be of value in increasing the low intracellular glutathione concentrations and cysteine availability in patients with hereditary glutathione synthetase deficiency.
Acetylcysteine
Adolescent
Amino Acids, Sulfur
Female
Glutathione
Glutathione Synthase
Humans
Leukocytes
Peptide Synthases
Pyrrolidonecarboxylic Acid
","Target-2502672"
"q00000660","In an in vitro assay, what concentration of pancuronium causes 50% inhibition of human serum cholinesterase activity toward acetylcholine at an acetylcholine concentration of 10 × 10⁻³ M, and what type of inhibition mechanism is observed?","2.3 × 10(-7) M; reversible, competitive inhibition.","The passage states that pancuronium at 2.3 × 10(-7) M caused 50% inhibition when acetylcholine was 10 × 10(-3) M. It also specifies the inhibition was reversible and competitive in type.","Pancuronium causes a powerful  and highly selective inhibition of human serum cholinesterase in vitro. The inhibition was studied in serum from 14 individuals of both sexes (5-60 years of age) with normal reactions to suxamethonium. Pancuronium, in a concentration of 2.3 x 10(-7) M, caused a 50% inhibition of the enzymatic hydrolysis of acetylcholine, when this substrate was present in a concentration of 10 x 10(-3) M. The same I50 value was also found for a commercial preparation of human serum cholinesterase. The inhibition was reversible and competitive in type. Pancuronium inhibition of the acetylcholinesterase in human red blood cells and from the electric eel was more than one thousand times weaker. Thus pancuronium is one of the most selective inhibitors of serum cholinesterase described so far. The in vivo activity of the serum cholinesterase in four patients receiving pancuronium 0.1 mg/kg decreased, during the first 3 min, by 60-80%, from the pre-induction value. After this a slow recovery occurred with 40% depression remaining at 45 min after the injection. The tachycardia produced by pancuronium may be related to this selective inhibition of serum cholinesterase. It is suggested that relaxants which selectively inhibit serum cholinesterase also selectively block the cardiac muscarinic receptors.
Acetylcholine
Adult
Animals
Child
Child, Preschool
Cholinesterase Inhibitors
Cholinesterases
Electrophorus
Erythrocytes
Female
Humans
Kinetics
Male
Middle Aged
Pancuronium
","Target-1191483"
"q00000656","Was dextroamphetamine shown to be a substrate of the OCT3 transporter in cell uptake experiments, and what transport kinetics were reported for OCT3-mediated uptake of dopamine, norepinephrine, and serotonin?","d-AMPH was not an OCT3 substrate; OCT3 was a high-capacity, low-affinity transporter for DA, NE, and 5-HT.","The passage states that in vitro uptake studies in OCT3-transfected cells indicated d-AMPH is not a substrate of OCT3. It also reports OCT3 as a high-capacity and low-affinity transporter for the monoamine neurotransmitters dopamine, norepinephrine, and serotonin.","The organic cation transporter (OCT) 3 is widely expressed in various organs in humans, and involved in the disposition of many exogenous and endogenous compounds. Several lines of evidence have suggested that OCT3 expressed in the brain plays an important role in the regulation of neurotransmission. Relative to wild-type (WT) animals, Oct3 knockout (KO) mice have displayed altered behavioral and neurochemical responses to psychostimulants such as amphetamine (AMPH) and methamphetamine. In the present study, both in vitro and in vivo approaches were utilized to explore potential mechanisms underlying the disparate neuropharmacological effects observed following AMPH exposure in Oct3 KO mice. In vitro uptake studies conducted in OCT3 transfected cells indicated that dextroamphetamine (d-AMPH) is not a substrate of OCT3. However, OCT3 was determined to be a high-capacity and low-affinity transporter for the neurotransmitters dopamine (DA), norepinephrine (NE), and serotonin (5-HT). Inhibition studies demonstrated that d-AMPH exerts relatively weak inhibitory effects on the OCT3-mediated uptake of DA, NE, 5-HT, and the model OCT3 substrate 4-(4-(dimethylamino)styryl)-N-methylpyridinium iodide. The IC(50) values were determined to be 41.5 +/- 7.5 and 24.1 +/- 7.0 microM for inhibiting DA and 5-HT uptake, respectively, while 50% inhibition of NE and 4-(4-(dimethylamino)styryl)-N-methylpyridinium iodide uptake was not achieved by even the highest concentration of d-AMPH applied (100 microM). Furthermore, the disposition of d-AMPH in various tissues including the brain, liver, heart, kidney, muscle, intestine, spleen, testis, uterus, and plasma were determined in both male and female Oct3 KO and WT mice. No significant difference was observed between either genotypes or sex in all tested organs and tissues. Our findings suggest that OCT3 is not a prominent factor influencing the disposition of d-AMPH. Additionally, based upon the inhibitory potency observed in vitro, d-AMPH is unlikely to inhibit the uptake of monoamines mediated by OCT3 in the brain. Differentiated neuropharmacological effects of AMPHs noted between Oct3 KO and WT mice appear to be due to the absence of Oct3 mediated uptake of neurotransmitters in the KO mice.
Animals
Brain
Cell Line
Central Nervous System Stimulants
Dextroamphetamine
Dopamine
Female
Humans
Male
Mice
Mice, Knockout
Norepinephrine
Organic Cation Transport Proteins
Serotonin
Tissue Distribution
Transfection
","Target-20402963"
"q00000659","Which serotonin receptor subtype is responsible for the excitatory increases in neuronal firing rate produced by dorsal raphe nucleus stimulation or chronic clomipramine treatment, and what modulatory function is it proposed to serve when it coexists with another serotonin receptor subtype?","5-HT2 activation mediates the excitatory firing effects and is proposed to act as a 5-HT1A modulator where both subtypes coexist.","The passage concludes that excitatory firing-rate increases from dorsal raphe stimulation or clomipramine are mediated by 5-HT2 receptor subtype activation. It further states 5-HT2 likely acts as a 5-HT1A modulator in regions where both receptor subtypes coexist.","In cerebral cortex and lateral septal nuclei different serotonergic receptor subtypes coexist, thus a different action on neuronal firing may be expected depending on the receptor activated. Dorsal raphe nucleus stimulation produced an increased rate of firing in cortical layer V, and in lateral septal nuclei. However, firing rate in cortical layer VI remained unchanged after stimulating the dorsal raphe nucleus. Clomipramine is a tricyclic which exerts its main actions on serotonergic receptors, and long-term treatment with this antidepressant produced a selective increased firing rate in lateral septal neurons, but not in cortical neurons. From an electrophysiological point of view, it is concluded that the excitatory actions on firing rate elicited by dorsal raphe nucleus stimulation or clomipramine treatment are mediated by 5-HT2 receptor subtype activation which is likely to be acting as a 5-HT1A modulator in such places where both receptor subtypes coexist.
Action Potentials
Animals
Cerebral Cortex
Clomipramine
Electric Stimulation
Male
Raphe Nuclei
Rats
Rats, Wistar
Receptors, Serotonin
Septal Nuclei
","Target-1296670"
